Top pages,Clicks,Impressions,CTR,Position
https://patristic.io/fathers/theodore-of-tarsus?via=pedagogical,0,1,0%,7
https://patristic.io/fathers/wilfrid?via=episcopal,0,1,0%,7
https://patristic.io/today?d=2026-09-25,0,1,0%,7
https://patristic.io/today?d=2027-01-01,0,1,0%,7
https://patristic.io/fathers/cassiodorus,0,1,0%,8
https://patristic.io/fathers/chromatius-of-aquileia?via=episcopal,0,1,0%,8
https://patristic.io/fathers/chromatius-of-aquileia?via=pedagogical,0,1,0%,8
https://patristic.io/fathers/demetrius-of-alexandria,0,1,0%,8
https://patristic.io/fathers/evodius-of-antioch?via=pedagogical,0,1,0%,8
https://patristic.io/fathers/jesus-of-nazareth?via=documented_only,0,1,0%,8
https://patristic.io/fathers/linus-of-rome,0,1,0%,8
https://patristic.io/fathers/mary-magdalene?via=documented_only,0,1,0%,8
https://patristic.io/fathers/mesrop-mashtots?via=episcopal,0,1,0%,8
https://patristic.io/fathers/pope-eleutherius?via=episcopal,0,1,0%,8
https://patristic.io/fathers/wilfrid?via=pedagogical,0,1,0%,8
https://patristic.io/today?d=2025-01-31,0,1,0%,8
https://patristic.io/today?d=2026-12-18,0,1,0%,8
https://patristic.io/fathers/anastasius-of-sinai?via=pedagogical,0,1,0%,9
https://patristic.io/fathers/melania-the-younger,0,1,0%,9
https://patristic.io/fathers/melito-of-sardis?via=pedagogical,0,1,0%,9
https://patristic.io/fathers/palladius-of-galatia?via=pedagogical,0,1,0%,9
https://patristic.io/fathers/pope-anicetus,0,1,0%,9
https://patristic.io/fathers/pope-caius,0,1,0%,9
https://patristic.io/fathers/pope-eleutherius,0,1,0%,9
https://patristic.io/fathers/theodore-of-tarsus,0,1,0%,9
https://patristic.io/fathers/wilfrid,0,1,0%,9
https://patristic.io/questions/was-the-trinity-invented-at-nicaea,0,1,0%,9
https://patristic.io/today?d=2025-01-21,0,1,0%,9
https://patristic.io/today?d=2026-03-05,0,1,0%,9
https://patristic.io/today?d=2026-03-27,0,1,0%,9
https://patristic.io/today?d=2026-04-04,0,1,0%,9
https://patristic.io/fathers/alypius-of-thagaste,0,1,0%,10
https://patristic.io/fathers/anthony-the-great?via=documented_only,0,1,0%,10
https://patristic.io/fathers/boethius?via=pedagogical,0,1,0%,10
https://patristic.io/fathers/cyril-of-jerusalem?via=pedagogical,0,1,0%,10
https://patristic.io/fathers/heraclius?via=documented_only,0,1,0%,10
https://patristic.io/fathers/heraclius?via=episcopal,0,1,0%,10
https://patristic.io/fathers/macarius-the-great,0,1,0%,10
https://patristic.io/fathers/marius-victorinus?via=documented_only,0,1,0%,10
https://patristic.io/fathers/monica-of-hippo?via=episcopal,0,1,0%,10
https://patristic.io/fathers/pope-callixtus-i,0,1,0%,10
https://patristic.io/fathers/pope-cornelius?via=documented_only,0,1,0%,10
https://patristic.io/fathers/possidius-of-calama,0,1,0%,10
https://patristic.io/fathers/scholastica?via=pedagogical,0,1,0%,10
https://patristic.io/fathers/sulpicius-severus?via=episcopal,0,1,0%,10
https://patristic.io/today?d=2025-12-07,0,1,0%,10
https://patristic.io/today?d=2026-02-18,0,1,0%,10
https://patristic.io/today?d=2026-06-07,0,1,0%,10
https://patristic.io/events/condemnation-of-nestorius,0,1,0%,11
https://patristic.io/fathers/anastasius-of-sinai?via=documented_only,0,1,0%,11
https://patristic.io/fathers/boniface?via=documented_only,0,1,0%,11
https://patristic.io/fathers/evagrius-ponticus?via=documented_only,0,1,0%,11
https://patristic.io/fathers/jacob-of-edessa,0,1,0%,11
https://patristic.io/fathers/papias-of-hierapolis?via=documented_only,0,1,0%,11
https://patristic.io/fathers/polycarp-of-smyrna?via=documented_only,0,1,0%,11
https://patristic.io/fathers/pope-martin-i?via=episcopal,0,1,0%,11
https://patristic.io/fathers/pope-sixtus-ii,0,1,0%,11
https://patristic.io/fathers/socrates-scholasticus,0,1,0%,11
https://patristic.io/fathers/timothy-of-ephesus,0,1,0%,11
https://patristic.io/today?d=2025-05-19,0,1,0%,11
https://patristic.io/today?d=2026-04-03,0,1,0%,11
https://patristic.io/fathers/constantine-iv,0,1,0%,12
https://patristic.io/fathers/constantine-the-great?via=episcopal,0,1,0%,12
https://patristic.io/fathers/tatian-the-assyrian?via=episcopal,0,1,0%,17
https://patristic.io/fathers/novatian?via=pedagogical,0,1,0%,18
https://patristic.io/today?d=2025-12-29,0,1,0%,18
https://patristic.io/fathers/gregory-the-great?via=documented_only,0,1,0%,28
https://patristic.io/fathers/palladius-of-galatia?via=documented_only,0,1,0%,29
https://patristic.io/today?d=2027-05-25,0,1,0%,29
https://patristic.io/fathers/pope-martin-i?via=pedagogical,0,1,0%,30
https://patristic.io/study-packs,0,1,0%,36
https://patristic.io/fathers/ephrem-the-syrian?via=documented_only,0,1,0%,39
https://patristic.io/fathers/novatian?via=episcopal,0,1,0%,45
https://patristic.io/fathers/pope-victor-i?via=pedagogical,0,1,0%,50
https://patristic.io/fathers/columba?via=pedagogical,0,1,0%,72
https://patristic.io/fathers/eusebius-of-caesarea?via=pedagogical,0,1,0%,79
https://patristic.io/today?d=2026-07-09,0,1,0%,82
